epoch,step,train_dice,train_edge,train_focal,train_loss,val_IoU_1,val_batch_mIoU,val_brier,val_ece,val_foreground_iou,val_loss,val_mIoU,val_precision_1,val_recall_1
0,9,0.5342520475387573,0.17350783944129944,0.11419102549552917,0.6657938957214355,,,,,,,,,
0,19,0.5301624536514282,0.1640978753566742,0.11310893297195435,0.6596812009811401,,,,,,,,,
0,29,0.5084084272384644,0.16554901003837585,0.13334417343139648,0.6583074927330017,,,,,,,,,
0,39,0.5023378133773804,0.17017418146133423,0.130141481757164,0.6494967341423035,,,,,,,,,
0,49,0.518498420715332,0.16519324481487274,0.12568822503089905,0.6607059240341187,,,,,,,,,
0,59,0.49315911531448364,0.17175915837287903,0.14145639538764954,0.6517914533615112,,,,,,,,,
0,69,0.5036494135856628,0.15688398480415344,0.12160275876522064,0.6409406065940857,,,,,,,,,
0,79,0.49616724252700806,0.15362806618213654,0.1593669354915619,0.6708969473838806,,,,,,,,,
0,89,0.48545917868614197,0.15564647316932678,0.13706639409065247,0.638090193271637,,,,,,,,,
0,99,0.47982585430145264,0.15788710117340088,0.16582870483398438,0.661443293094635,,,,,,,,,
0,109,0.4454710781574249,0.15520602464675903,0.12077395617961884,0.5817656517028809,,,,,,,,,
0,119,0.4932394325733185,0.1582827866077423,0.24548053741455078,0.754548192024231,,,,,,,,,
0,129,0.429940789937973,0.1358456313610077,0.23406371474266052,0.6775890588760376,,,,,,,,,
0,139,0.377220094203949,0.11575961112976074,0.08581174910068512,0.47460779547691345,,,,,,,,,
0,149,0.40781086683273315,0.12627571821212769,0.16194266080856323,0.5823811292648315,,,,,,,,,
0,159,0.4208875894546509,0.12383270263671875,0.12873497605323792,0.5620058178901672,,,,,,,,,
0,169,0.32915961742401123,0.11399611830711365,0.1761568933725357,0.5167161226272583,,,,,,,,,
0,179,0.3685148358345032,0.118050217628479,0.11691053211688995,0.4972303807735443,,,,,,,,,
0,189,0.36055421829223633,0.10146781802177429,0.12303317338228226,0.4937341809272766,,,,,,,,,
0,199,0.3872431814670563,0.12892325222492218,0.20086628198623657,0.6010017991065979,,,,,,,,,
0,209,0.3040843605995178,0.09112953394651413,0.1015358567237854,0.4147331714630127,,,,,,,,,
0,219,0.307904452085495,0.09667281806468964,0.15261602401733398,0.4701877534389496,,,,,,,,,
0,229,0.29108378291130066,0.09701099246740341,0.11411683261394501,0.4149017035961151,,,,,,,,,
0,239,0.23670640587806702,0.06269866228103638,0.04418107122182846,0.2871573567390442,,,,,,,,,
0,249,0.2247087061405182,0.07172968983650208,0.10370203852653503,0.33558371663093567,,,,,,,,,
0,259,0.3416447043418884,0.10334216058254242,0.2163073718547821,0.5682862401008606,,,,,,,,,
0,269,0.2634510099887848,0.0709347128868103,0.13337375223636627,0.40391823649406433,,,,,,,,,
0,279,0.3120156526565552,0.09450089931488037,0.1256314218044281,0.44709715247154236,,,,,,,,,
0,289,0.33801665902137756,0.10410338640213013,0.22640550136566162,0.5748324394226074,,,,,,,,,
0,299,0.34756043553352356,0.10987453907728195,0.2254668027162552,0.5840147137641907,,,,,,,,,
0,309,0.273140013217926,0.08465535193681717,0.09794023633003235,0.37954577803611755,,,,,,,,,
0,319,0.22497856616973877,0.05336996167898178,0.05488447844982147,0.2852000594139099,,,,,,,,,
0,329,0.2694728672504425,0.0806034728884697,0.1830543726682663,0.4605875611305237,,,,,,,,,
0,339,0.19187864661216736,0.05707868933677673,0.1783224493265152,0.3759089708328247,,,,,,,,,
0,349,0.3001265525817871,0.08018647134304047,0.09609399735927582,0.4042392075061798,,,,,,,,,
0,359,0.25660935044288635,0.06999431550502777,0.09113506227731705,0.3547438383102417,,,,,,,,,
0,369,0.2891470193862915,0.08797958493232727,0.10564489662647247,0.4035898447036743,,,,,,,,,
0,379,0.1935373842716217,0.04531694948673248,0.03996087983250618,0.23802995681762695,,,,,,,,,
0,389,0.18736258149147034,0.0516132190823555,0.12563222646713257,0.3181561231613159,,,,,,,,,
0,399,0.3682532012462616,0.11696159094572067,0.12642133235931396,0.5063706636428833,,,,,,,,,
0,409,0.1770268976688385,0.054198008030653,0.07897768169641495,0.26142436265945435,,,,,,,,,
0,419,0.1930907666683197,0.054265450686216354,0.12156109511852264,0.32007840275764465,,,,,,,,,
0,429,0.26432931423187256,0.07277804613113403,0.1021808311343193,0.3737879693508148,,,,,,,,,
0,439,0.23321065306663513,0.07034339010715485,0.05656316503882408,0.2968081533908844,,,,,,,,,
0,449,0.17933765053749084,0.05382189899682999,0.06254806369543076,0.2472679167985916,,,,,,,,,
0,459,0.2709243893623352,0.09106853604316711,0.14032813906669617,0.42035937309265137,,,,,,,,,
0,469,0.20503264665603638,0.042944133281707764,0.05030091851949692,0.2596279978752136,,,,,,,,,
0,479,0.19213074445724487,0.0499902069568634,0.08792049437761307,0.28505024313926697,,,,,,,,,
0,489,0.2348054051399231,0.07227423787117004,0.20516057312488556,0.4471933841705322,,,,,,,,,
0,499,0.2481670081615448,0.0694359540939331,0.14587971568107605,0.4009903073310852,,,,,,,,,
0,509,0.2676306664943695,0.08740723133087158,0.1504553258419037,0.42682671546936035,,,,,,,,,
0,517,,,,,0.5261152982711792,0.5190333724021912,0.09381435811519623,0.024215787649154663,0.5261152982711792,0.3475058078765869,0.5261152982711792,0.7152243852615356,0.665530264377594
